freqs:, k index, k1, k2, k3, kmag/2pi, band 1, band 2, band 3, band 4, band 5, band 6, band 7, band 8, band 9, band 10
freqs:, 24, 0.471463, 0, 0, 0.471463, 0.405104, 0.420488, 0.43363, 0.442191, 0.458519, 0.463437, 0.471823, 0.471938, 0.472008, 0.476121
freqs:, 25, 0.473049, 0, 0, 0.473049, 0.405908, 0.421049, 0.434698, 0.441574, 0.459452, 0.462981, 0.470881, 0.47352, 0.473588, 0.47769
freqs:, 26, 0.474634, 0, 0, 0.474634, 0.406696, 0.421588, 0.435761, 0.440961, 0.460366, 0.462536, 0.46994, 0.475101, 0.475169, 0.47926
freqs:, 27, 0.47622, 0, 0, 0.47622, 0.407466, 0.422105, 0.436817, 0.440354, 0.461256, 0.462105, 0.469004, 0.476683, 0.47675, 0.480829
freqs:, 28, 0.477805, 0, 0, 0.477805, 0.408216, 0.422598, 0.437866, 0.439757, 0.461689, 0.462115, 0.468081, 0.478265, 0.478331, 0.482399
freqs:, 29, 0.47939, 0, 0, 0.47939, 0.408944, 0.423065, 0.438908, 0.439172, 0.46129, 0.462924, 0.467189, 0.479847, 0.479912, 0.483969
freqs:, 30, 0.480976, 0, 0, 0.480976, 0.409646, 0.423504, 0.438602, 0.43994, 0.460911, 0.463629, 0.46638, 0.481429, 0.481493, 0.485538
freqs:, 31, 0.482561, 0, 0, 0.482561, 0.41032, 0.423913, 0.438051, 0.440962, 0.460553, 0.464009, 0.465875, 0.483011, 0.483075, 0.487108
freqs:, 32, 0.484146, 0, 0, 0.484146, 0.410963, 0.424292, 0.437523, 0.441972, 0.460218, 0.463684, 0.466049, 0.484593, 0.484656, 0.488678
freqs:, 33, 0.485732, 0, 0, 0.485732, 0.41157, 0.424638, 0.437023, 0.442967, 0.459907, 0.462943, 0.466615, 0.486175, 0.486237, 0.489022
freqs:, 34, 0.487317, 0, 0, 0.487317, 0.412136, 0.42495, 0.436555, 0.443944, 0.459624, 0.462097, 0.467257, 0.487756, 0.487818, 0.488505
freqs:, 35, 0.488902, 0, 0, 0.488902, 0.412656, 0.425226, 0.436125, 0.444896, 0.459368, 0.46123, 0.467891, 0.487943, 0.489338, 0.4894
freqs:, 36, 0.490488, 0, 0, 0.490488, 0.413125, 0.425466, 0.435737, 0.445816, 0.459143, 0.460374, 0.468485, 0.487407, 0.49092, 0.490981
freqs:, 37, 0.492073, 0, 0, 0.492073, 0.413536, 0.425668, 0.435397, 0.446692, 0.45895, 0.459546, 0.469022, 0.486919, 0.492502, 0.492562
freqs:, 38, 0.493659, 0, 0, 0.493659, 0.413884, 0.425832, 0.435111, 0.447505, 0.458771, 0.458789, 0.469488, 0.486492, 0.494084, 0.494144
freqs:, 39, 0.495244, 0, 0, 0.495244, 0.414162, 0.425959, 0.434883, 0.448227, 0.458077, 0.458663, 0.469869, 0.486142, 0.495665, 0.495725
freqs:, 40, 0.496829, 0, 0, 0.496829, 0.414364, 0.42605, 0.434717, 0.448812, 0.457511, 0.458572, 0.470153, 0.48588, 0.497247, 0.497307
freqs:, 41, 0.498415, 0, 0, 0.498415, 0.414488, 0.426103, 0.434616, 0.449204, 0.457131, 0.458517, 0.470328, 0.485718, 0.498829, 0.498888
freqs:, 42, 0.5, 0, 0, 0.5, 0.41453, 0.426121, 0.434582, 0.449345, 0.456995, 0.458498, 0.470388, 0.485662, 0.50041, 0.50047
