freqs:, k index, k1, k2, k3, kmag/2pi, band 1, band 2, band 3, band 4, band 5, band 6
freqs:, 67, 0.435484, 0.435484, 0, 0.502853, 0.36974, 0.376435, 0.456264, 0.466908, 0.479377, 0.505329
freqs:, 68, 0.419355, 0.419355, 0, 0.484229, 0.361098, 0.366609, 0.447635, 0.466408, 0.475568, 0.487107
freqs:, 69, 0.403226, 0.403226, 0, 0.465605, 0.351489, 0.356396, 0.437806, 0.452717, 0.468482, 0.468734
freqs:, 70, 0.387097, 0.387097, 0, 0.446981, 0.341147, 0.345893, 0.426922, 0.438334, 0.450075, 0.450332
freqs:, 71, 0.370968, 0.370968, 0, 0.428357, 0.33024, 0.335151, 0.415056, 0.423301, 0.431679, 0.431928
freqs:, 72, 0.354839, 0.354839, 0, 0.409732, 0.318892, 0.324194, 0.402235, 0.407688, 0.413303, 0.413535
freqs:, 73, 0.33871, 0.33871, 0, 0.391108, 0.307189, 0.313034, 0.388473, 0.391585, 0.394953, 0.39516
freqs:, 74, 0.322581, 0.322581, 0, 0.372484, 0.295194, 0.301668, 0.373822, 0.375096, 0.376639, 0.37681
freqs:, 75, 0.306452, 0.306452, 0, 0.35386, 0.282952, 0.29009, 0.358319, 0.358369, 0.358406, 0.358493
freqs:, 76, 0.290323, 0.290323, 0, 0.335236, 0.270491, 0.278285, 0.340157, 0.340217, 0.341339, 0.3424
freqs:, 77, 0.274194, 0.274194, 0, 0.316611, 0.257833, 0.266233, 0.321992, 0.322018, 0.324231, 0.325987
freqs:, 78, 0.258065, 0.258065, 0, 0.297987, 0.244988, 0.253907, 0.303834, 0.303977, 0.307051, 0.309321
freqs:, 79, 0.241935, 0.241935, 0, 0.279363, 0.23196, 0.241272, 0.28576, 0.286065, 0.289851, 0.292522
freqs:, 80, 0.225806, 0.225806, 0, 0.260739, 0.218746, 0.228289, 0.267797, 0.268326, 0.272675, 0.275682
freqs:, 81, 0.209677, 0.209677, 0, 0.242115, 0.205334, 0.214908, 0.24998, 0.250823, 0.255566, 0.258878
freqs:, 82, 0.193548, 0.193548, 0, 0.22349, 0.191703, 0.201069, 0.232361, 0.233637, 0.238568, 0.242176
freqs:, 83, 0.177419, 0.177419, 0, 0.204866, 0.177819, 0.186708, 0.21501, 0.216874, 0.221731, 0.225643
freqs:, 84, 0.16129, 0.16129, 0, 0.186242, 0.163633, 0.171769, 0.198025, 0.200651, 0.205112, 0.209351
freqs:, 85, 0.145161, 0.145161, 0, 0.167618, 0.149084, 0.156224, 0.181538, 0.185083, 0.188788, 0.193387
freqs:, 86, 0.129032, 0.129032, 0, 0.148994, 0.134103, 0.140095, 0.165712, 0.170268, 0.172854, 0.177858
freqs:, 87, 0.112903, 0.112903, 0, 0.130369, 0.118636, 0.123455, 0.150729, 0.156291, 0.15744, 0.162906
freqs:, 88, 0.0967742, 0.0967742, 0, 0.111745, 0.102667, 0.106403, 0.136782, 0.142726, 0.143256, 0.148717
freqs:, 89, 0.0806452, 0.0806452, 0, 0.093121, 0.0862329, 0.0890398, 0.124075, 0.128958, 0.131323, 0.135542
freqs:, 90, 0.0645161, 0.0645161, 0, 0.0744968, 0.0694113, 0.0714521, 0.112851, 0.116481, 0.120739, 0.123713
freqs:, 91, 0.0483871, 0.0483871, 0, 0.0558726, 0.0522939, 0.0537073, 0.103427, 0.105759, 0.111838, 0.113658
freqs:, 92, 0.0322581, 0.0322581, 0, 0.0372484, 0.0349694, 0.0358577, 0.0962087, 0.0973762, 0.105025, 0.105889
freqs:, 93, 0.016129, 0.016129, 0, 0.0186242, 0.0175156, 0.017944, 0.0916337, 0.0919795, 0.100718, 0.10094
freqs:, 94, 0, 0, 0, 0, 0, 0, 0.0900617, 0.0901085, 0.0992355, 0.0992401
