freqs:, k index, k1, k2, k3, kmag/2pi, band 1, band 2, band 3, band 4, band 5, band 6, band 7, band 8, band 9, band 10
freqs:, 1, 0.435, 0, 0, 0.435, 0.384085, 0.403571, 0.407883, 0.433651, 0.435555, 0.435666, 0.439961, 0.440052, 0.440052, 0.440075
freqs:, 2, 0.436585, 0, 0, 0.436585, 0.385065, 0.404384, 0.409043, 0.434852, 0.437136, 0.437245, 0.441527, 0.441617, 0.441619, 0.441642
freqs:, 3, 0.438171, 0, 0, 0.438171, 0.386042, 0.405188, 0.4102, 0.436041, 0.438717, 0.438825, 0.443092, 0.443183, 0.443186, 0.443209
freqs:, 4, 0.439756, 0, 0, 0.439756, 0.387015, 0.405984, 0.411353, 0.437217, 0.440298, 0.440404, 0.444658, 0.444749, 0.444753, 0.444776
freqs:, 5, 0.441341, 0, 0, 0.441341, 0.387983, 0.40677, 0.412503, 0.43838, 0.441879, 0.441983, 0.446223, 0.446314, 0.446321, 0.446344
freqs:, 6, 0.442927, 0, 0, 0.442927, 0.388947, 0.407546, 0.413649, 0.439531, 0.44346, 0.443563, 0.447788, 0.447878, 0.447888, 0.447911
freqs:, 7, 0.444512, 0, 0, 0.444512, 0.389906, 0.408312, 0.414792, 0.44067, 0.445041, 0.445142, 0.449351, 0.449442, 0.449455, 0.449479
freqs:, 8, 0.446098, 0, 0, 0.446098, 0.390861, 0.409067, 0.415932, 0.441798, 0.446622, 0.446722, 0.450913, 0.451004, 0.451023, 0.451047
freqs:, 9, 0.447683, 0, 0, 0.447683, 0.391811, 0.409811, 0.417068, 0.442913, 0.448202, 0.448302, 0.45247, 0.452563, 0.452591, 0.452614
freqs:, 10, 0.449268, 0, 0, 0.449268, 0.392756, 0.410542, 0.4182, 0.444015, 0.449782, 0.449881, 0.454012, 0.454117, 0.454159, 0.454182
freqs:, 11, 0.450854, 0, 0, 0.450854, 0.393697, 0.411261, 0.41933, 0.445106, 0.451362, 0.451461, 0.455462, 0.455655, 0.455727, 0.455751
freqs:, 12, 0.452439, 0, 0, 0.452439, 0.394632, 0.411967, 0.420455, 0.446183, 0.45294, 0.453041, 0.455832, 0.457136, 0.457295, 0.457319
freqs:, 13, 0.454024, 0, 0, 0.454024, 0.395562, 0.412657, 0.421577, 0.447248, 0.454516, 0.454622, 0.455316, 0.45821, 0.458863, 0.458887
freqs:, 14, 0.45561, 0, 0, 0.45561, 0.396486, 0.413332, 0.422696, 0.448299, 0.454719, 0.456083, 0.456202, 0.458429, 0.460431, 0.460456
freqs:, 15, 0.457195, 0, 0, 0.457195, 0.397405, 0.41399, 0.423811, 0.449336, 0.45411, 0.457588, 0.457782, 0.458429, 0.462, 0.462024
freqs:, 16, 0.45878, 0, 0, 0.45878, 0.398317, 0.41463, 0.424922, 0.450358, 0.453501, 0.458076, 0.459349, 0.459362, 0.463568, 0.463593
freqs:, 17, 0.460366, 0, 0, 0.460366, 0.399224, 0.41525, 0.42603, 0.451364, 0.452899, 0.457885, 0.460891, 0.460943, 0.465137, 0.465162
freqs:, 18, 0.461951, 0, 0, 0.461951, 0.400124, 0.415849, 0.427134, 0.452307, 0.452351, 0.45762, 0.462462, 0.462523, 0.466706, 0.466731
freqs:, 19, 0.463537, 0, 0, 0.463537, 0.401017, 0.416425, 0.428235, 0.451728, 0.453318, 0.457314, 0.464039, 0.464104, 0.468275, 0.4683
freqs:, 20, 0.465122, 0, 0, 0.465122, 0.401904, 0.416975, 0.429332, 0.451165, 0.454261, 0.456977, 0.465618, 0.465684, 0.469844, 0.469869
freqs:, 21, 0.466707, 0, 0, 0.466707, 0.402783, 0.417499, 0.430425, 0.45062, 0.455177, 0.456613, 0.467198, 0.467265, 0.471413, 0.471438
freqs:, 22, 0.468293, 0, 0, 0.468293, 0.403654, 0.417993, 0.431514, 0.450097, 0.45606, 0.456228, 0.468779, 0.468846, 0.472982, 0.473008
freqs:, 23, 0.469878, 0, 0, 0.469878, 0.404516, 0.418455, 0.432599, 0.449598, 0.455825, 0.456903, 0.47036, 0.470426, 0.474551, 0.474577
freqs:, 24, 0.471463, 0, 0, 0.471463, 0.40537, 0.418882, 0.433681, 0.449126, 0.455406, 0.457696, 0.471941, 0.472007, 0.47612, 0.476146
freqs:, 25, 0.473049, 0, 0, 0.473049, 0.406215, 0.419271, 0.434758, 0.448684, 0.454975, 0.458425, 0.473522, 0.473588, 0.477689, 0.477716
freqs:, 26, 0.474634, 0, 0, 0.474634, 0.407049, 0.41962, 0.435831, 0.448275, 0.454533, 0.459073, 0.472408, 0.475104, 0.475169, 0.479285
freqs:, 27, 0.47622, 0, 0, 0.47622, 0.407874, 0.419926, 0.4369, 0.447902, 0.454082, 0.459616, 0.471898, 0.476685, 0.47675, 0.480855
freqs:, 28, 0.477805, 0, 0, 0.477805, 0.408686, 0.420184, 0.437964, 0.447568, 0.453626, 0.460027, 0.471504, 0.478267, 0.478331, 0.482424
freqs:, 29, 0.47939, 0, 0, 0.47939, 0.409487, 0.420394, 0.439024, 0.447276, 0.453165, 0.460279, 0.471256, 0.479848, 0.479912, 0.483993
freqs:, 30, 0.480976, 0, 0, 0.480976, 0.410274, 0.420552, 0.440079, 0.447029, 0.452702, 0.460352, 0.471178, 0.48143, 0.481493, 0.48556
freqs:, 31, 0.482561, 0, 0, 0.482561, 0.411048, 0.420656, 0.44113, 0.446829, 0.452239, 0.460237, 0.471275, 0.483012, 0.483074, 0.487102
freqs:, 32, 0.484146, 0, 0, 0.484146, 0.411806, 0.420704, 0.442175, 0.446676, 0.451778, 0.459947, 0.471539, 0.484594, 0.484654, 0.486886
freqs:, 33, 0.485732, 0, 0, 0.485732, 0.412547, 0.420695, 0.443214, 0.446573, 0.45132, 0.459504, 0.471946, 0.486046, 0.486175, 0.486259
freqs:, 34, 0.487317, 0, 0, 0.487317, 0.413271, 0.42063, 0.444248, 0.44652, 0.450868, 0.458937, 0.472468, 0.485237, 0.487757, 0.48782
freqs:, 35, 0.488902, 0, 0, 0.488902, 0.413975, 0.420507, 0.445276, 0.446516, 0.450423, 0.458272, 0.473078, 0.484402, 0.489339, 0.489401
freqs:, 36, 0.490488, 0, 0, 0.490488, 0.414657, 0.420328, 0.446297, 0.446561, 0.449989, 0.457533, 0.473755, 0.483561, 0.490921, 0.490982
freqs:, 37, 0.492073, 0, 0, 0.492073, 0.415317, 0.420095, 0.446653, 0.44731, 0.449568, 0.456736, 0.47448, 0.482718, 0.492502, 0.492564
freqs:, 38, 0.493659, 0, 0, 0.493659, 0.415951, 0.419809, 0.44679, 0.448316, 0.449161, 0.455895, 0.475241, 0.481872, 0.494084, 0.494145
freqs:, 39, 0.495244, 0, 0, 0.495244, 0.416558, 0.419472, 0.446969, 0.448772, 0.449312, 0.455018, 0.476029, 0.481026, 0.495665, 0.495726
