freqs:, k index, k1, k2, k3, kmag/2pi, band 1, band 2, band 3, band 4, band 5, band 6, band 7, band 8, band 9, band 10
freqs:, 12, 0.452439, 0, 0, 0.452439, 0.394717, 0.41266, 0.420439, 0.446289, 0.449519, 0.452974, 0.453041, 0.457192, 0.457295, 0.457319
freqs:, 13, 0.454024, 0, 0, 0.454024, 0.395641, 0.413392, 0.42156, 0.447367, 0.449059, 0.454548, 0.454621, 0.458756, 0.458863, 0.458887
freqs:, 14, 0.45561, 0, 0, 0.45561, 0.396558, 0.414114, 0.422677, 0.448435, 0.448563, 0.456126, 0.456201, 0.460317, 0.460432, 0.460456
freqs:, 15, 0.457195, 0, 0, 0.457195, 0.397469, 0.414823, 0.42379, 0.448041, 0.449492, 0.457705, 0.457782, 0.461873, 0.462, 0.462024
freqs:, 16, 0.45878, 0, 0, 0.45878, 0.398373, 0.415521, 0.424899, 0.447497, 0.450538, 0.459286, 0.459362, 0.463412, 0.463569, 0.463593
freqs:, 17, 0.460366, 0, 0, 0.460366, 0.39927, 0.416205, 0.426004, 0.446936, 0.451572, 0.460866, 0.460942, 0.464848, 0.465137, 0.465162
freqs:, 18, 0.461951, 0, 0, 0.461951, 0.400158, 0.416875, 0.427106, 0.446362, 0.452594, 0.462446, 0.462523, 0.465318, 0.466706, 0.466731
freqs:, 19, 0.463537, 0, 0, 0.463537, 0.401038, 0.41753, 0.428203, 0.445776, 0.453604, 0.464022, 0.464103, 0.464978, 0.468275, 0.4683
freqs:, 20, 0.465122, 0, 0, 0.465122, 0.401909, 0.418169, 0.429296, 0.445181, 0.454601, 0.464525, 0.465618, 0.465684, 0.469844, 0.469868
freqs:, 21, 0.466707, 0, 0, 0.466707, 0.40277, 0.418791, 0.430385, 0.444582, 0.455584, 0.464071, 0.467195, 0.467265, 0.471413, 0.471437
freqs:, 22, 0.468293, 0, 0, 0.468293, 0.40362, 0.419394, 0.431469, 0.443978, 0.456551, 0.463607, 0.468776, 0.468845, 0.472982, 0.473
freqs:, 23, 0.469878, 0, 0, 0.469878, 0.404458, 0.419978, 0.432549, 0.443374, 0.4575, 0.463144, 0.470357, 0.470426, 0.472899, 0.474551
freqs:, 24, 0.471463, 0, 0, 0.471463, 0.405284, 0.42054, 0.433624, 0.442772, 0.458429, 0.462686, 0.471938, 0.471989, 0.472013, 0.476121
freqs:, 25, 0.473049, 0, 0, 0.473049, 0.406096, 0.42108, 0.434693, 0.442174, 0.459333, 0.462236, 0.47109, 0.47352, 0.473588, 0.47769
freqs:, 26, 0.474634, 0, 0, 0.474634, 0.406893, 0.421595, 0.435757, 0.441583, 0.460205, 0.461795, 0.470199, 0.475102, 0.475169, 0.47926
freqs:, 27, 0.47622, 0, 0, 0.47622, 0.407673, 0.422083, 0.436815, 0.441001, 0.461033, 0.461366, 0.469333, 0.476683, 0.47675, 0.480829
freqs:, 28, 0.477805, 0, 0, 0.477805, 0.408433, 0.422543, 0.437867, 0.440433, 0.460952, 0.461794, 0.468516, 0.478265, 0.478331, 0.482399
freqs:, 29, 0.47939, 0, 0, 0.47939, 0.409173, 0.422972, 0.438911, 0.43988, 0.460554, 0.462444, 0.467791, 0.479847, 0.479912, 0.483969
freqs:, 30, 0.480976, 0, 0, 0.480976, 0.409888, 0.423369, 0.439347, 0.439946, 0.460174, 0.462897, 0.467243, 0.481429, 0.481493, 0.485539
freqs:, 31, 0.482561, 0, 0, 0.482561, 0.410577, 0.423731, 0.438838, 0.440972, 0.459814, 0.463021, 0.467003, 0.483011, 0.483074, 0.487108
freqs:, 32, 0.484146, 0, 0, 0.484146, 0.411235, 0.424056, 0.438355, 0.441987, 0.459477, 0.462753, 0.467131, 0.484593, 0.484656, 0.488678
freqs:, 33, 0.485732, 0, 0, 0.485732, 0.411858, 0.424343, 0.437905, 0.442988, 0.459163, 0.462194, 0.467525, 0.486175, 0.486237, 0.488656
freqs:, 34, 0.487317, 0, 0, 0.487317, 0.412442, 0.424591, 0.43749, 0.443972, 0.458877, 0.461479, 0.468047, 0.487756, 0.487816, 0.488089
freqs:, 35, 0.488902, 0, 0, 0.488902, 0.412981, 0.4248, 0.437115, 0.444934, 0.458618, 0.460695, 0.468608, 0.487498, 0.489338, 0.4894
freqs:, 36, 0.490488, 0, 0, 0.490488, 0.413468, 0.424971, 0.436784, 0.445867, 0.458389, 0.459886, 0.469162, 0.486939, 0.49092, 0.490981
freqs:, 37, 0.492073, 0, 0, 0.492073, 0.413898, 0.425106, 0.436499, 0.446759, 0.458192, 0.459085, 0.46968, 0.486428, 0.492502, 0.492563
freqs:, 38, 0.493659, 0, 0, 0.493659, 0.414262, 0.425208, 0.436263, 0.447593, 0.458029, 0.458317, 0.470138, 0.48598, 0.494084, 0.494144
freqs:, 39, 0.495244, 0, 0, 0.495244, 0.414555, 0.42528, 0.436078, 0.448339, 0.457619, 0.4579, 0.470519, 0.48561, 0.495665, 0.495725
freqs:, 40, 0.496829, 0, 0, 0.496829, 0.41477, 0.425328, 0.435945, 0.448952, 0.457038, 0.457807, 0.470806, 0.485333, 0.497247, 0.497307
freqs:, 41, 0.498415, 0, 0, 0.498415, 0.414901, 0.425355, 0.435866, 0.449367, 0.456642, 0.457751, 0.470984, 0.48516, 0.498829, 0.498888
freqs:, 42, 0.5, 0, 0, 0.5, 0.414946, 0.425364, 0.435839, 0.449517, 0.456498, 0.457732, 0.471045, 0.485101, 0.50041, 0.50047
