freqs:, k index, k1, k2, k3, kmag/2pi, band 1, band 2, band 3, band 4, band 5, band 6, band 7, band 8, band 9, band 10
freqs:, 1, 0.435, 0, 0, 0.435, 0.384222, 0.403854, 0.407881, 0.433676, 0.435555, 0.435666, 0.439961, 0.440051, 0.440053, 0.440074
freqs:, 2, 0.436585, 0, 0, 0.436585, 0.385203, 0.404671, 0.40904, 0.434878, 0.437136, 0.437245, 0.441527, 0.441617, 0.441619, 0.441641
freqs:, 3, 0.438171, 0, 0, 0.438171, 0.386181, 0.40548, 0.410197, 0.436067, 0.438717, 0.438824, 0.443092, 0.443182, 0.443186, 0.443209
freqs:, 4, 0.439756, 0, 0, 0.439756, 0.387154, 0.406281, 0.41135, 0.437243, 0.440298, 0.440404, 0.444658, 0.444747, 0.444753, 0.444776
freqs:, 5, 0.441341, 0, 0, 0.441341, 0.388123, 0.407072, 0.412499, 0.438407, 0.441878, 0.441983, 0.446223, 0.446312, 0.446321, 0.446343
freqs:, 6, 0.442927, 0, 0, 0.442927, 0.389088, 0.407854, 0.413645, 0.439559, 0.443459, 0.443562, 0.447787, 0.447875, 0.447888, 0.447911
freqs:, 7, 0.444512, 0, 0, 0.444512, 0.390048, 0.408626, 0.414788, 0.4407, 0.44504, 0.445142, 0.449351, 0.449437, 0.449456, 0.449479
freqs:, 8, 0.446098, 0, 0, 0.446098, 0.391004, 0.409387, 0.415927, 0.441828, 0.44662, 0.446722, 0.450909, 0.450994, 0.451023, 0.451046
freqs:, 9, 0.447683, 0, 0, 0.447683, 0.391955, 0.410138, 0.417062, 0.442944, 0.4482, 0.448301, 0.452452, 0.452544, 0.452591, 0.452614
freqs:, 10, 0.449268, 0, 0, 0.449268, 0.392901, 0.410877, 0.418194, 0.444048, 0.449779, 0.449881, 0.453828, 0.454086, 0.454159, 0.454182
freqs:, 11, 0.450854, 0, 0, 0.450854, 0.393841, 0.411604, 0.419323, 0.44514, 0.451354, 0.451461, 0.454096, 0.455637, 0.455727, 0.455751
freqs:, 12, 0.452439, 0, 0, 0.452439, 0.394777, 0.412318, 0.420448, 0.44622, 0.452902, 0.453041, 0.453788, 0.457189, 0.457295, 0.457319
freqs:, 13, 0.454024, 0, 0, 0.454024, 0.395707, 0.413017, 0.42157, 0.447287, 0.453263, 0.454558, 0.454621, 0.458719, 0.458863, 0.458887
freqs:, 14, 0.45561, 0, 0, 0.45561, 0.396632, 0.413702, 0.422688, 0.448341, 0.452786, 0.456118, 0.456202, 0.4601, 0.460432, 0.460456
freqs:, 15, 0.457195, 0, 0, 0.457195, 0.397551, 0.414371, 0.423802, 0.449382, 0.452268, 0.457688, 0.457782, 0.460528, 0.462, 0.462024
freqs:, 16, 0.45878, 0, 0, 0.45878, 0.398464, 0.415023, 0.424913, 0.450407, 0.451731, 0.459239, 0.459362, 0.460381, 0.463569, 0.463593
freqs:, 17, 0.460366, 0, 0, 0.460366, 0.39937, 0.415656, 0.42602, 0.451183, 0.451418, 0.45999, 0.460926, 0.460943, 0.465137, 0.465162
freqs:, 18, 0.461951, 0, 0, 0.461951, 0.40027, 0.416269, 0.427124, 0.450631, 0.452411, 0.459702, 0.462467, 0.462523, 0.466706, 0.466731
freqs:, 19, 0.463537, 0, 0, 0.463537, 0.401163, 0.41686, 0.428224, 0.45008, 0.453385, 0.459352, 0.46404, 0.464104, 0.468275, 0.4683
freqs:, 20, 0.465122, 0, 0, 0.465122, 0.402048, 0.417427, 0.42932, 0.449532, 0.454338, 0.458977, 0.465618, 0.465684, 0.469844, 0.469869
freqs:, 21, 0.466707, 0, 0, 0.466707, 0.402925, 0.417968, 0.430412, 0.448993, 0.455265, 0.458584, 0.467198, 0.467265, 0.471413, 0.471438
freqs:, 22, 0.468293, 0, 0, 0.468293, 0.403795, 0.418482, 0.4315, 0.448465, 0.456162, 0.458179, 0.468778, 0.468846, 0.472982, 0.473007
freqs:, 23, 0.469878, 0, 0, 0.469878, 0.404655, 0.418965, 0.432584, 0.447952, 0.457022, 0.457763, 0.470359, 0.470426, 0.474551, 0.474576
freqs:, 24, 0.471463, 0, 0, 0.471463, 0.405506, 0.419415, 0.433664, 0.447456, 0.457341, 0.457836, 0.471941, 0.472007, 0.473317, 0.476124
freqs:, 25, 0.473049, 0, 0, 0.473049, 0.406347, 0.419829, 0.43474, 0.446981, 0.456914, 0.458591, 0.472636, 0.473522, 0.473588, 0.477693
freqs:, 26, 0.474634, 0, 0, 0.474634, 0.407176, 0.420204, 0.435811, 0.44653, 0.456486, 0.459269, 0.471996, 0.475103, 0.475169, 0.479262
freqs:, 27, 0.47622, 0, 0, 0.47622, 0.407994, 0.420538, 0.436878, 0.446106, 0.456059, 0.459847, 0.471435, 0.476685, 0.47675, 0.480831
freqs:, 28, 0.477805, 0, 0, 0.477805, 0.408799, 0.420828, 0.43794, 0.445711, 0.455635, 0.460295, 0.470987, 0.478267, 0.478331, 0.482401
freqs:, 29, 0.47939, 0, 0, 0.47939, 0.40959, 0.42107, 0.438997, 0.445349, 0.455217, 0.460583, 0.470686, 0.479848, 0.479912, 0.48397
freqs:, 30, 0.480976, 0, 0, 0.480976, 0.410365, 0.421263, 0.440049, 0.44502, 0.454808, 0.460683, 0.470559, 0.48143, 0.481493, 0.48554
freqs:, 31, 0.482561, 0, 0, 0.482561, 0.411122, 0.421405, 0.441095, 0.444727, 0.454411, 0.460585, 0.470617, 0.483012, 0.483074, 0.48711
freqs:, 32, 0.484146, 0, 0, 0.484146, 0.411861, 0.421494, 0.442134, 0.44447, 0.454029, 0.4603, 0.470847, 0.484593, 0.484655, 0.487324
freqs:, 33, 0.485732, 0, 0, 0.485732, 0.412577, 0.421531, 0.443167, 0.444249, 0.453665, 0.459855, 0.471222, 0.486175, 0.486227, 0.486577
freqs:, 34, 0.487317, 0, 0, 0.487317, 0.413268, 0.421517, 0.444064, 0.444191, 0.453324, 0.459282, 0.471707, 0.48579, 0.487757, 0.48782
freqs:, 35, 0.488902, 0, 0, 0.488902, 0.413929, 0.421454, 0.443912, 0.445206, 0.453008, 0.458615, 0.472268, 0.485021, 0.489339, 0.489401
freqs:, 36, 0.490488, 0, 0, 0.490488, 0.414555, 0.421346, 0.443791, 0.44621, 0.452722, 0.457878, 0.472875, 0.484265, 0.49092, 0.490982
freqs:, 37, 0.492073, 0, 0, 0.492073, 0.415138, 0.421202, 0.443699, 0.447199, 0.452471, 0.457092, 0.4735, 0.483533, 0.492502, 0.492563
freqs:, 38, 0.493659, 0, 0, 0.493659, 0.415667, 0.421032, 0.44363, 0.448166, 0.452258, 0.456278, 0.474117, 0.482843, 0.494084, 0.494145
freqs:, 39, 0.495244, 0, 0, 0.495244, 0.416124, 0.420853, 0.443582, 0.449099, 0.452088, 0.455456, 0.474691, 0.482218, 0.495665, 0.495726
freqs:, 40, 0.496829, 0, 0, 0.496829, 0.416488, 0.420688, 0.44355, 0.449967, 0.451963, 0.454664, 0.475177, 0.481699, 0.497247, 0.497308
freqs:, 41, 0.498415, 0, 0, 0.498415, 0.416727, 0.420568, 0.443533, 0.450683, 0.451887, 0.453993, 0.475515, 0.481343, 0.498828, 0.498889
freqs:, 42, 0.5, 0, 0, 0.5, 0.416811, 0.420523, 0.443527, 0.451001, 0.451861, 0.453689, 0.475639, 0.481212, 0.500409, 0.500471
