freqs:, k index, k1, k2, k3, kmag/2pi, band 1, band 2, band 3, band 4, band 5, band 6, band 7, band 8, band 9, band 10
freqs:, 24, 0.471463, 0, 0, 0.471463, 0.405098, 0.420527, 0.433629, 0.44208, 0.458541, 0.46357, 0.471778, 0.471938, 0.472008, 0.476121
freqs:, 25, 0.473049, 0, 0, 0.473049, 0.405901, 0.421093, 0.434697, 0.441458, 0.459481, 0.463112, 0.470827, 0.47352, 0.473588, 0.47769
freqs:, 26, 0.474634, 0, 0, 0.474634, 0.406688, 0.421638, 0.435759, 0.44084, 0.460404, 0.462666, 0.469875, 0.475101, 0.475169, 0.47926
freqs:, 27, 0.47622, 0, 0, 0.47622, 0.407456, 0.422161, 0.436815, 0.440228, 0.461309, 0.462233, 0.468923, 0.476683, 0.47675, 0.480829
freqs:, 28, 0.477805, 0, 0, 0.477805, 0.408205, 0.422661, 0.437864, 0.439624, 0.461817, 0.462193, 0.467975, 0.478265, 0.478331, 0.482399
freqs:, 29, 0.47939, 0, 0, 0.47939, 0.408931, 0.423136, 0.438905, 0.439031, 0.461418, 0.463048, 0.467035, 0.479847, 0.479912, 0.483969
freqs:, 30, 0.480976, 0, 0, 0.480976, 0.409632, 0.423584, 0.438452, 0.439937, 0.461038, 0.463856, 0.466122, 0.481429, 0.481493, 0.485538
freqs:, 31, 0.482561, 0, 0, 0.482561, 0.410305, 0.424005, 0.437892, 0.440958, 0.46068, 0.464455, 0.465395, 0.483011, 0.483075, 0.487108
freqs:, 32, 0.484146, 0, 0, 0.484146, 0.410946, 0.424395, 0.437353, 0.441967, 0.460344, 0.464011, 0.465687, 0.484593, 0.484656, 0.488678
freqs:, 33, 0.485732, 0, 0, 0.485732, 0.411551, 0.424754, 0.436841, 0.442961, 0.460034, 0.463142, 0.466379, 0.486175, 0.486237, 0.489078
freqs:, 34, 0.487317, 0, 0, 0.487317, 0.412114, 0.42508, 0.43636, 0.443936, 0.45975, 0.46224, 0.467075, 0.487756, 0.487818, 0.48857
freqs:, 35, 0.488902, 0, 0, 0.488902, 0.412632, 0.425372, 0.435916, 0.444887, 0.459495, 0.461346, 0.467735, 0.488013, 0.489338, 0.4894
freqs:, 36, 0.490488, 0, 0, 0.490488, 0.413099, 0.425627, 0.435514, 0.445805, 0.45927, 0.460474, 0.468343, 0.487481, 0.49092, 0.490981
freqs:, 37, 0.492073, 0, 0, 0.492073, 0.413508, 0.425845, 0.43516, 0.446678, 0.459077, 0.459638, 0.468888, 0.486996, 0.492502, 0.492562
freqs:, 38, 0.493659, 0, 0, 0.493659, 0.413853, 0.426024, 0.434861, 0.447488, 0.458858, 0.458916, 0.469358, 0.486573, 0.494084, 0.494144
freqs:, 39, 0.495244, 0, 0, 0.495244, 0.41413, 0.426164, 0.434621, 0.448205, 0.458164, 0.45879, 0.469741, 0.486225, 0.495665, 0.495725
freqs:, 40, 0.496829, 0, 0, 0.496829, 0.414331, 0.426265, 0.434446, 0.448787, 0.457599, 0.458699, 0.470026, 0.485966, 0.497247, 0.497307
freqs:, 41, 0.498415, 0, 0, 0.498415, 0.414454, 0.426325, 0.434339, 0.449175, 0.457221, 0.458645, 0.470201, 0.485805, 0.498829, 0.498888
freqs:, 42, 0.5, 0, 0, 0.5, 0.414495, 0.426346, 0.434303, 0.449314, 0.457086, 0.458626, 0.470261, 0.48575, 0.50041, 0.50047
