zevenfreqs:, 1, 0, 0, 0, 0, 0
zevenfreqs:, 2, 0.0215054, 0.0107527, 0, 0.0215054, 0.0206566
zevenfreqs:, 3, 0.0430108, 0.0215054, 0, 0.0430108, 0.0412602
zevenfreqs:, 4, 0.0645161, 0.0322581, 0, 0.0645161, 0.0617506
zevenfreqs:, 5, 0.0860215, 0.0430108, 0, 0.0860215, 0.082053
zevenfreqs:, 6, 0.107527, 0.0537634, 0, 0.107527, 0.102071
zevenfreqs:, 7, 0.129032, 0.0645161, 0, 0.129032, 0.121689
zevenfreqs:, 8, 0.150538, 0.0752688, 0, 0.150538, 0.14078
zevenfreqs:, 9, 0.172043, 0.0860215, 0, 0.172043, 0.159249
zevenfreqs:, 10, 0.193548, 0.0967742, 0, 0.193548, 0.177061
zevenfreqs:, 11, 0.215054, 0.107527, 0, 0.215054, 0.194248
zevenfreqs:, 12, 0.236559, 0.11828, 0, 0.236559, 0.210878
zevenfreqs:, 13, 0.258065, 0.129032, 0, 0.258065, 0.22702
zevenfreqs:, 14, 0.27957, 0.139785, 0, 0.27957, 0.242732
zevenfreqs:, 15, 0.301075, 0.150538, 0, 0.301075, 0.258059
zevenfreqs:, 16, 0.322581, 0.16129, 0, 0.322581, 0.273035
zevenfreqs:, 17, 0.344086, 0.172043, 0, 0.344086, 0.287684
zevenfreqs:, 18, 0.365591, 0.182796, 0, 0.365591, 0.302025
zevenfreqs:, 19, 0.387097, 0.193548, 0, 0.387097, 0.316071
zevenfreqs:, 20, 0.408602, 0.204301, 0, 0.408602, 0.32983
zevenfreqs:, 21, 0.430108, 0.215054, 0, 0.430108, 0.3433
zevenfreqs:, 22, 0.451613, 0.225806, 0, 0.451613, 0.356474
zevenfreqs:, 23, 0.473118, 0.236559, 0, 0.473118, 0.369332
zevenfreqs:, 24, 0.494624, 0.247312, 0, 0.494624, 0.381838
zevenfreqs:, 25, 0.516129, 0.258065, 0, 0.516129, 0.393932
zevenfreqs:, 26, 0.537634, 0.268817, 0, 0.537634, 0.405515
zevenfreqs:, 27, 0.55914, 0.27957, 0, 0.55914, 0.416423
zevenfreqs:, 28, 0.580645, 0.290323, 0, 0.580645, 0.426393
zevenfreqs:, 29, 0.602151, 0.301075, 0, 0.602151, 0.435008
zevenfreqs:, 30, 0.623656, 0.311828, 0, 0.623656, 0.441682
zevenfreqs:, 31, 0.645161, 0.322581, 0, 0.645161, 0.445804
zevenfreqs:, 32, 0.666667, 0.333333, 0, 0.666667, 0.44712
zevenfreqs:, 33, 0.66129, 0.33871, 0, 0.661356, 0.446838
zevenfreqs:, 34, 0.655914, 0.344086, 0, 0.656178, 0.446033
