freqs:, k index, k1, k2, k3, kmag/2pi, band 1, band 2, band 3, band 4, band 5, band 6
freqs:, 49, 0.575269, 0.424731, 0, 0.596653, 0.395976, 0.424201, 0.431129, 0.436004, 0.470375, 0.496068
freqs:, 50, 0.569892, 0.430108, 0, 0.594031, 0.394263, 0.422665, 0.429686, 0.434237, 0.468749, 0.494789
freqs:, 51, 0.564516, 0.435484, 0, 0.591593, 0.392661, 0.421234, 0.42835, 0.432583, 0.467227, 0.493597
freqs:, 52, 0.55914, 0.44086, 0, 0.589341, 0.391176, 0.41991, 0.427123, 0.431045, 0.465816, 0.492494
freqs:, 53, 0.553763, 0.446237, 0, 0.587278, 0.38981, 0.418695, 0.426006, 0.429625, 0.464518, 0.491483
freqs:, 54, 0.548387, 0.451613, 0, 0.585405, 0.388566, 0.417592, 0.425002, 0.428324, 0.463336, 0.490564
freqs:, 55, 0.543011, 0.456989, 0, 0.583723, 0.387446, 0.4166, 0.42411, 0.427144, 0.462272, 0.48974
freqs:, 56, 0.537634, 0.462366, 0, 0.582236, 0.386453, 0.415722, 0.423332, 0.426089, 0.461329, 0.48901
freqs:, 57, 0.532258, 0.467742, 0, 0.580944, 0.385589, 0.414959, 0.422666, 0.425161, 0.460508, 0.488376
freqs:, 58, 0.526882, 0.473118, 0, 0.579848, 0.384855, 0.414311, 0.422113, 0.424362, 0.459811, 0.487839
freqs:, 59, 0.521505, 0.478495, 0, 0.57895, 0.384252, 0.41378, 0.421669, 0.423697, 0.459239, 0.487398
freqs:, 60, 0.516129, 0.483871, 0, 0.578251, 0.383782, 0.413366, 0.421332, 0.42317, 0.458793, 0.487055
freqs:, 61, 0.510753, 0.489247, 0, 0.577751, 0.383446, 0.413071, 0.421097, 0.422787, 0.458474, 0.48681
freqs:, 62, 0.505376, 0.494624, 0, 0.57745, 0.383244, 0.412893, 0.42096, 0.422553, 0.458283, 0.486663
freqs:, 63, 0.5, 0.5, 0, 0.57735, 0.383177, 0.412834, 0.420914, 0.422475, 0.458219, 0.486614
freqs:, 64, 0.483871, 0.483871, 0, 0.558726, 0.380286, 0.405156, 0.422512, 0.430072, 0.4562, 0.489756
freqs:, 65, 0.467742, 0.467742, 0, 0.540102, 0.373145, 0.39405, 0.424521, 0.440848, 0.453588, 0.471887
freqs:, 66, 0.451613, 0.451613, 0, 0.521478, 0.363878, 0.382605, 0.422183, 0.450655, 0.455482, 0.46223
freqs:, 67, 0.435484, 0.435484, 0, 0.502853, 0.353583, 0.371055, 0.415293, 0.447405, 0.461913, 0.465432
freqs:, 68, 0.419355, 0.419355, 0, 0.484229, 0.342736, 0.359449, 0.406211, 0.436467, 0.470148, 0.476012
freqs:, 69, 0.403226, 0.403226, 0, 0.465605, 0.33156, 0.347808, 0.396163, 0.424757, 0.467349, 0.468345
freqs:, 70, 0.387097, 0.387097, 0, 0.446981, 0.320167, 0.336139, 0.385607, 0.412633, 0.44913, 0.450104
freqs:, 71, 0.370968, 0.370968, 0, 0.428357, 0.308621, 0.324444, 0.374729, 0.400111, 0.430858, 0.431773
freqs:, 72, 0.354839, 0.354839, 0, 0.409732, 0.29696, 0.312724, 0.363603, 0.38716, 0.412565, 0.413427
freqs:, 73, 0.33871, 0.33871, 0, 0.391108, 0.285207, 0.300975, 0.352254, 0.373739, 0.39427, 0.395082
freqs:, 74, 0.322581, 0.322581, 0, 0.372484, 0.273377, 0.289192, 0.340674, 0.359814, 0.375985, 0.376751
freqs:, 75, 0.306452, 0.306452, 0, 0.35386, 0.261477, 0.277366, 0.328836, 0.34537, 0.357723, 0.358442
freqs:, 76, 0.290323, 0.290323, 0, 0.335236, 0.249513, 0.265487, 0.31669, 0.330423, 0.339497, 0.340164
freqs:, 77, 0.274194, 0.274194, 0, 0.316611, 0.237486, 0.253538, 0.304172, 0.315019, 0.321323, 0.321929
freqs:, 78, 0.258065, 0.258065, 0, 0.297987, 0.225393, 0.241498, 0.291209, 0.299231, 0.303219, 0.303749
freqs:, 79, 0.241935, 0.241935, 0, 0.279363, 0.213232, 0.22934, 0.277735, 0.283142, 0.285212, 0.285645
freqs:, 80, 0.225806, 0.225806, 0, 0.260739, 0.200992, 0.217027, 0.263701, 0.266826, 0.267354, 0.267665
freqs:, 81, 0.209677, 0.209677, 0, 0.242115, 0.188663, 0.20451, 0.248817, 0.249605, 0.250166, 0.250458
freqs:, 82, 0.193548, 0.193548, 0, 0.22349, 0.176224, 0.191724, 0.231694, 0.232164, 0.233992, 0.234672
freqs:, 83, 0.177419, 0.177419, 0, 0.204866, 0.16365, 0.178585, 0.214193, 0.215067, 0.217573, 0.219518
freqs:, 84, 0.16129, 0.16129, 0, 0.186242, 0.1509, 0.164985, 0.196925, 0.198459, 0.201276, 0.204327
freqs:, 85, 0.145161, 0.145161, 0, 0.167618, 0.137916, 0.150808, 0.180039, 0.18251, 0.185195, 0.189227
freqs:, 86, 0.129032, 0.129032, 0, 0.148994, 0.124613, 0.135957, 0.163705, 0.167393, 0.169446, 0.174379
freqs:, 87, 0.112903, 0.112903, 0, 0.130369, 0.110882, 0.120401, 0.148147, 0.153193, 0.154241, 0.159968
freqs:, 88, 0.0967742, 0.0967742, 0, 0.111745, 0.0966065, 0.104201, 0.133641, 0.13922, 0.140573, 0.146212
freqs:, 89, 0.0806452, 0.0806452, 0, 0.093121, 0.0817044, 0.0874758, 0.120491, 0.125512, 0.12878, 0.133382
freqs:, 90, 0.0645161, 0.0645161, 0, 0.0744968, 0.0661744, 0.0703601, 0.108998, 0.112974, 0.118483, 0.121828
freqs:, 91, 0.0483871, 0.0483871, 0, 0.0558726, 0.050101, 0.0529718, 0.0994737, 0.102134, 0.109898, 0.111984
freqs:, 92, 0.0322581, 0.0322581, 0, 0.0372484, 0.0336188, 0.0354037, 0.0922603, 0.0936142, 0.103365, 0.104367
freqs:, 93, 0.016129, 0.016129, 0, 0.0186242, 0.0168731, 0.0177272, 0.087725, 0.0881025, 0.0992488, 0.0995098
freqs:, 94, 0, 0, 0, 0, 0, 0, 0.0861729, 0.0861862, 0.0978358, 0.0978396
